preference_id,user_id,genre_id
3ca8fd8a-5cde-4297-97ce-b578e90e9cb1,3be7c64e-d4c9-45db-86fc-5ee93984b9e8,2bc37cb2-0d1b-476a-868d-a89cc0548b36
5c805407-0fb6-44fd-be43-f771b40abfde,c9f5ceeb-e6a9-4c36-a2b6-b769d3833993,dba3ebe8-ab8e-42f1-b74d-3330c6f868cf
9be1215b-9e8f-4d07-bc39-ef9163867d62,93a2e189-7d25-48e5-a1f8-15c0244d5aa4,ea56ede2-9c99-4ff8-a869-a2c95d887452
f02bf1c0-c1bd-43bf-aec4-82cc1beb535b,ad688ba0-159a-4166-843a-ae860c5ed704,605da613-81d7-4e52-ac7f-0937d6880b72
86432595-a187-4221-962b-25f5f2e8109f,14dc3257-07a6-405e-8a6f-0e6fba461fc9,2bc37cb2-0d1b-476a-868d-a89cc0548b36
e3d2ae03-1368-4eb5-b7d8-85e6c50bcf15,93f3e9f4-0074-4496-9bdd-ee95f6fca454,319449af-4cff-4314-9bb9-d9356b60ac1a
f7d82737-a12f-41d8-963a-d3c6dd46e99f,0100652d-3aa6-4873-b791-35245b95f066,1395b09d-8a41-4303-b2fe-c9ed096df122
2ddd4eb5-69c8-4eee-ba0a-06e37783fc90,8d05e625-fd2e-4f95-9e57-4adbf440cb02,ccf8d34c-a6d2-4391-a21d-75c770cf7b88
ffc9cbd9-3392-47e9-93ae-30c68e9706c5,e37dfa8c-74b3-40da-a09f-42b45c2a6f6d,2c663bc9-7a44-4939-a6a8-db42d4afd2e8
338787b9-f5b3-45e2-984b-bad4873a71d0,bbcdd689-10aa-48c2-9131-f1b9fc1f28e4,dba3ebe8-ab8e-42f1-b74d-3330c6f868cf
a45d453f-518b-434f-b850-269ac6e7640f,1251cbac-c194-4fd9-af1d-e0ec674e5fbb,319449af-4cff-4314-9bb9-d9356b60ac1a
ed8448f7-d650-4540-b91e-24791d4a9a91,310ba378-dd53-483f-977d-25d335bd0391,ea56ede2-9c99-4ff8-a869-a2c95d887452
eb5bcf9d-90b4-4371-92f3-ce5e12f51d5e,498e737e-f0a2-4827-a22f-43efbb78c46f,319449af-4cff-4314-9bb9-d9356b60ac1a
f1ad3cef-8809-4b26-bed8-2e9b6454a80c,10c4411b-5f72-4272-a783-79b9fd48bf61,9af8f952-688a-4229-b932-1192f36b4a16
5014dede-dbb2-4bfb-aab1-a6923bc0e902,e3d11f40-bee9-4fd8-b6dc-656cb8d6ddd4,3b856ce7-aea6-4f29-ba1b-9cd0b6f2f468
7f329af4-db6a-4b50-b0b1-726104164450,25f1f549-b74e-45d7-a8f0-62d7436cee58,1395b09d-8a41-4303-b2fe-c9ed096df122
d6bd597a-e189-4eaf-8023-a49dc05ec602,f60e41de-5676-4d01-bd4d-65fc651512e2,ccf8d34c-a6d2-4391-a21d-75c770cf7b88
b81638b0-ec10-49f5-8e38-6aae56ee861e,94548eff-7580-45d7-b071-b84043a882f1,9af8f952-688a-4229-b932-1192f36b4a16
3b262e16-a38b-49b6-8c20-5b84c1f2fba9,e0bf643a-e531-430c-9e67-e9decb7301a5,65c09848-d0f3-4fda-b305-57f33a4b9245
6591a7de-25b5-4035-9962-89e7d14e8f1c,d6f9abfa-84e2-4c5b-a3d4-c6acfc3044e7,ad5c0c1c-7b34-4789-9c79-752668433810
0c9b4642-a5c5-4724-96bd-0c82ff2c533a,ec630804-242f-4992-aaf9-1a2dbb7f2e51,b01b476c-9d79-47c0-a407-c23157d0eea7
5f7f4c95-88ca-4138-a4c9-e790b42b242d,52b6d783-d897-496e-a8de-64695994ba86,ad5c0c1c-7b34-4789-9c79-752668433810
64cdc11b-9fd7-4de7-935e-2cf0a03018c0,81b5121c-5feb-499a-897a-a4e360a9f106,dba3ebe8-ab8e-42f1-b74d-3330c6f868cf
5aa32a60-d5ad-40c4-b4ca-09a9171da922,c6d68d14-3c24-4bbc-aa2e-d11fe01e75fc,9af8f952-688a-4229-b932-1192f36b4a16
055f4c36-ad55-43a4-b9d8-734751cffdc8,e60e4964-7fb9-4cf4-97cc-2301ef16f3ec,605da613-81d7-4e52-ac7f-0937d6880b72
05cde218-824e-449c-bee3-e36e84fc575d,52038420-f7c7-496a-8a7a-27ad394f1e8e,783c19ca-4f48-427a-98b9-b835f2cec367
1c423623-43e1-4efe-b662-751c4b73e130,5fb05039-5a49-45fa-99e6-1ea9a238922c,2c663bc9-7a44-4939-a6a8-db42d4afd2e8
8a251eb3-05b8-410a-906a-b4dac5728434,f71ffb07-2790-4e6e-b586-d0645d919506,9dd059da-fe25-4670-bb3d-bb5130a190cf
d8253802-6547-43c6-b276-bbfbfb297043,25fd3899-f488-4a81-bcbd-668186f7bea9,2c663bc9-7a44-4939-a6a8-db42d4afd2e8
d3b094c1-fa0a-47b4-ba02-719e56dbf696,ad9b088e-b002-4b65-8b02-a198f852aec1,dba3ebe8-ab8e-42f1-b74d-3330c6f868cf
e578206b-e7d8-4252-a520-e1bcbc5087f9,9e599692-f6ef-492b-be35-36f57364e72a,605da613-81d7-4e52-ac7f-0937d6880b72
b4efaa1f-e554-434e-8844-d6b28a8808a0,7130c790-197e-489a-a87f-d5b50a4eb4d4,ccf8d34c-a6d2-4391-a21d-75c770cf7b88
